simp_word,trad_word,freq,pinyin
北京南,北京南,2615,bei jing nan
市残联,市殘聯,2614,shi can lian
师大附中,師大附中,2611,shi da fu zhong
秀山,秀山,2611,xiu shan
梅林,梅林,2611,mei lin
东方红,東方紅,2606,dong fang hong
金马,金馬,2605,jin ma
龙湾,龍灣,2604,long wan
永康,永康,2599,yong kang
胶州湾,膠州灣,2598,jiao zhou wan
盈江,盈江,2596,ying jiang
跃进,躍進,2595,yue jin
丁字路口,丁字路口,2595,ding zi lu kou
综合市场,綜合市場,2595,zong he shi chang
潮州市,潮州市,2594,chao zhou shi
阜新,阜新,2592,fu xin
布吉,布吉,2590,bu ji
大丰收,大豐收,2588,da feng shou
五环路,五環路,2588,wu huan lu
彭州市,彭州市,2587,peng zhou shi
三里屯,三里屯,2587,san li tun
独木桥,獨木橋,2585,du mu qiao
长青,長青,2584,chang qing
装饰公司,裝飾公司,2581,zhuang shi gong si
红光,紅光,2577,hong guang
北城,北城,2577,bei cheng
滨江路,濱江路,2576,bin jiang lu
华大,華大,2573,hua da
过段,過段,2573,guo duan
朔州市,朔州市,2571,shuo zhou shi
文体局,文體局,2570,wen ti ju
马赛,馬賽,2569,ma sai
李华,李華,2568,li hua
台子,臺子,2565,tai zi
东口,東口,2562,dong kou
华夏银行,華夏銀行,2559,hua xia yin hang
铜梁,銅梁,2555,tong liang
苗栗,苗栗,2552,miao li
武侯,武侯,2540,wu hou
生产队,生產隊,2535,sheng chan dui
同济医院,同濟醫院,2533,tong ji yi yuan
温岭市,溫嶺市,2525,wen ling shi
学生公寓,學生公寓,2523,xue sheng gong yu
梧桐,梧桐,2523,wu tong
第三医院,第三醫院,2522,di san yi yuan
艺术学校,藝術學校,2515,yi shu xue xiao
火车东站,火車東站,2514,huo che dong zhan
云浮市,雲浮市,2514,yun fu shi
食品市场,食品市場,2512,shi pin shi chang
田中,田中,2512,tian zhong
沙井,沙井,2512,sha jing
大石,大石,2510,da shi
二队,二隊,2509,er dui
总院,總院,2508,zong yuan
货场,貨場,2499,huo chang
热力公司,熱力公司,2498,re li gong si
阳江市,陽江市,2497,yang jiang shi
隆回,隆回,2496,long hui
内华达州,內華達州,2495,nei hua da zhou
襄樊,襄樊,2494,xiang fan
观景台,觀景臺,2494,guan jing tai
船闸,船閘,2490,chuan zha
上海南站,上海南站,2490,shang hai nan zhan
老楼,老樓,2487,lao lou
红山,紅山,2482,hong shan
平度市,平度市,2482,ping du shi
婺源,婺源,2480,wu yuan
青少年宫,青少年宮,2479,qing shao nian gong
普洱市,普洱市,2478,pu er shi
昆仑山,崑崙山,2472,kun lun shan
职高,職高,2471,zhi gao
黄冈市,黃岡市,2471,huang gang shi
彝良,彝良,2471,yi liang
沅陵,沅陵,2470,yuan ling
平遥,平遙,2465,ping yao
义乌市,義烏市,2464,yi wu shi
半山,半山,2462,ban shan
皇岗,皇崗,2462,huang gang
朝天门,朝天門,2462,chao tian men
局机关,局機關,2461,ju ji guan
工商学院,工商學院,2449,gong shang xue yuan
新塘,新塘,2446,xin tang
章丘市,章丘市,2441,zhang qiu shi
建安,建安,2441,jian an
趵突泉,趵突泉,2437,bo tu quan
茶山,茶山,2433,cha shan
南岳,南嶽,2430,nan yue
西客站,西客站,2427,xi ke zhan
安吉,安吉,2423,an ji
河池市,河池市,2423,he chi shi
明尼苏达州,明尼蘇達州,2423,ming ni su da zhou
伊宁市,伊寧市,2422,yi ning shi
宝塔,寶塔,2421,bao ta
华泰,華泰,2417,hua tai
大黄,大黃,2415,dai huang
胶州市,膠州市,2414,jiao zhou shi
东大门,東大門,2414,dong da men
亚利桑那州,亞利桑那州,2413,ya li sang na zhou
古村,古村,2412,gu cun
彭水,彭水,2406,peng shui
晨光,晨光,2404,chen guang
运管处,運管處,2402,yun guan chu
即墨市,即墨市,2399,ji mo shi
蓝山,藍山,2396,lan shan
中央民族大学,中央民族大學,2395,zhong yang min zu da xue
松柏,松柏,2394,song bai
武警医院,武警醫院,2390,wu jing yi yuan
二医院,二醫院,2384,er yi yuan
铜陵市,銅陵市,2382,tong ling shi
儋州市,儋州市,2376,dan zhou shi
公积金中心,公積金中心,2375,gong ji jin zhong xin
建筑学院,建築學院,2374,jian zhu xue yuan
神农架林区,神農架林區,2373,shen nong jia lin qu
青少年活动中心,青少年活動中心,2373,qing shao nian huo dong zhong xin
滨河路,濱河路,2371,bin he lu
上建,上建,2370,shang jian
深沟,深溝,2368,shen gou
北京儿童医院,北京兒童醫院,2368,bei jing er tong yi yuan
九级,九級,2365,jiu ji
赣江,贛江,2365,gan jiang
宾夕法尼亚州,賓夕法尼亞州,2364,bin xi fa ni ya zhou
红场,紅場,2363,hong chang
琼海市,瓊海市,2363,qiong hai shi
山门,山門,2363,shan men
北京故宫,北京故宮,2362,bei jing gu gong
密歇根州,密歇根州,2362,mi xie gen zhou
大宅,大宅,2360,da zhai
宿州市,宿州市,2359,su zhou shi
七中,七中,2359,qi zhong
煎饼,煎餅,2358,jian bing
水缸,水缸,2357,shui gang
炎陵,炎陵,2356,yan ling
牌楼,牌樓,2354,pai lou
聊城市,聊城市,2353,liao cheng shi
四角,四角,2352,si jiao
炼化,煉化,2351,lian hua
内江市,內江市,2350,nei jiang shi
省中医院,省中醫院,2346,sheng zhong yi yuan
建业,建業,2345,jian ye
移动公司,移動公司,2341,yi dong gong si
林芝,林芝,2341,lin zhi
资兴市,資興市,2333,zi xing shi
绍兴市,紹興市,2332,shao xing shi
壮族,壯族,2332,zhuang zu
岳麓山,嶽麓山,2331,yue lu shan
仙台,仙台,2330,xian tai
环卫处,環衛處,2329,huan wei chu
汽车南站,汽車南站,2328,qi che nan zhan
徐林,徐林,2327,xu lin
保通,保通,2327,bao tong
执法中队,執法中隊,2326,zhi fa zhong dui
飞机场,飛機場,2325,fei ji chang
淮北市,淮北市,2322,huai bei shi
劳动局,勞動局,2321,lao dong ju
联华,聯華,2317,lian hua
新华路,新華路,2317,xin hua lu
巴彦淖尔市,巴彥淖爾市,2314,ba yan nao er shi
永生,永生,2309,yong sheng
抚州市,撫州市,2308,fu zhou shi
城步,城步,2308,cheng bu
旭日,旭日,2305,xu ri
临高,臨高,2303,lin gao
客运段,客運段,2302,ke yun duan
四大队,四大隊,2300,si da dui
桐庐,桐廬,2299,tong lu
潼南,潼南,2298,tong nan
南头,南頭,2297,nan tou
羌族,羌族,2297,qiang zu
惠东,惠東,2295,hui dong
天通苑,天通苑,2289,tian tong yuan
张丹,張丹,2289,zhang dan
科罗拉多州,科羅拉多州,2288,ke luo la duo zhou
胶东,膠東,2288,jiao dong
华中农业大学,華中農業大學,2287,hua zhong nong ye da xue
平顺,平順,2286,ping shun
黎族,黎族,2280,li zu
荣昌,榮昌,2278,rong chang
延安路,延安路,2278,yan an lu
保靖,保靖,2277,bao jing
刘海,劉海,2277,liu hai
巴中市,巴中市,2276,ba zhong shi
路东,路東,2275,lu dong
大润发,大潤發,2275,da run fa
后海,後海,2274,hou hai
八中,八中,2272,ba zhong
宜章,宜章,2272,yi zhang
未来世界,未來世界,2271,wei lai shi jie
红河州,紅河州,2266,hong he zhou
汽修厂,汽修廠,2265,qi xiu chang
安化,安化,2263,an hua
东营市,東營市,2263,dong ying shi
宁德市,寧德市,2263,ning de shi
龙的,龍的,2258,long de
后湖,後湖,2254,hou hu
日月潭,日月潭,2251,ri yue tan
国际展览中心,國際展覽中心,2247,guo ji zhan lan zhong xin
三口,三口,2245,san kou
市北,市北,2245,shi bei
自贡市,自貢市,2242,zi gong shi
宣城市,宣城市,2239,xuan cheng shi
巢湖市,巢湖市,2237,chao hu shi
古田,古田,2236,gu tian
克拉玛依市,克拉瑪依市,2231,ke la ma yi shi
乌兰察布市,烏蘭察布市,2227,wu lan cha bu shi
新余市,新餘市,2226,xin yu shi
开新,開新,2225,kai xin
小村,小村,2219,xiao cun
嵩山,嵩山,2216,song shan
西安市政府,西安市政府,2215,xi an shi zheng fu
闸口,閘口,2215,zha kou
四房,四房,2214,si fang
九华山,九華山,2214,jiu hua shan
橘子洲,橘子洲,2213,ju zi zhou
莆田市,莆田市,2212,pu tian shi
新疆各族人民,新疆各族人民,2208,xin jiang ge zu ren min
宜春市,宜春市,2208,yi chun shi
景山,景山,2204,jing shan
麻省,麻省,2202,ma sheng
石河子市,石河子市,2202,shi he zi shi
醴陵市,醴陵市,2201,li ling shi
萍乡市,萍鄉市,2200,ping xiang shi
八角,八角,2199,ba jiao
社会主义学院,社會主義學院,2195,she hui zhu yi xue yuan
环境学院,環境學院,2193,huan jing xue yuan
衡水市,衡水市,2192,heng shui shi
西固,西固,2192,xi gu
转运站,轉運站,2191,zhuan yun zhan
南大街,南大街,2191,nan da jie
胶南市,膠南市,2189,jiao nan shi
长丰,長豐,2187,zhang feng
罗沙,羅沙,2187,luo sha
迎宾路,迎賓路,2186,ying bin lu
西周,西周,2184,xi zhou
湖州市,湖州市,2182,hu zhou shi
东升,東昇,2181,dong sheng
钓鱼台,釣魚臺,2181,diao yu tai
口腔医院,口腔醫院,2178,kou qiang yi yuan
瑞安市,瑞安市,2178,rui an shi
关山,關山,2176,guan shan
玉树县,玉樹縣,2176,yu shu xian
结构设计,結構設計,2175,jie gou she ji
酒泉市,酒泉市,2173,jiu quan shi
上站,上站,2173,shang zhan
格力电器,格力電器,2168,ge li dian qi
劳务市场,勞務市場,2168,lao wu shi chang
山岭,山嶺,2167,shan ling
造纸厂,造紙廠,2165,zao zhi chang
石牌,石牌,2165,shi pai
盘龙,盤龍,2160,pan long
厚德,厚德,2160,hou de
北山,北山,2154,bei shan
青白江,青白江,2154,qing bai jiang
安利,安利,2153,an li
汽车总站,汽車總站,2153,qi che zong zhan
东大,東大,2152,dong da
大广高速,大廣高速,2151,da guang gao su
三院,三院,2146,san yuan
市民广场,市民廣場,2141,shi min guang chang
金石,金石,2136,jin shi
西延,西延,2136,xi yan
汉口火车站,漢口火車站,2133,han kou huo che zhan
巷口,巷口,2130,xiang kou
青城山,青城山,2129,qing cheng shan
双龙,雙龍,2128,shuang long
秦腔,秦腔,2128,qin qiang
粤海,粵海,2127,yue hai
京广铁路,京廣鐵路,2126,jing guang tie lu
巫溪,巫溪,2126,wu xi
春熙路,春熙路,2124,chun xi lu
人民南路,人民南路,2123,ren min nan lu
儿童乐园,兒童樂園,2122,er tong le yuan
小商品市场,小商品市場,2121,xiao shang pin shi chang
环卫局,環衛局,2121,huan wei ju
武陵,武陵,2120,wu ling
安顺市,安順市,2116,an shun shi
英德市,英德市,2110,ying de shi
许昌市,許昌市,2107,xu chang shi
丰都,豐都,2104,feng dou
文理学院,文理學院,2103,wen li xue yuan
张掖市,張掖市,2101,zhang ye shi
合建,合建,2098,he jian
海底世界,海底世界,2096,hai di shi jie
市中医院,市中醫院,2094,shi zhong yi yuan
承德市,承德市,2092,cheng de shi
莲湖,蓮湖,2089,lian hu
县府,縣府,2088,xian fu
拱北,拱北,2087,gong bei
东头,東頭,2085,dong tou
淮海路,淮海路,2085,huai hai lu
出租公司,出租公司,2084,chu zu gong si
雁塔,雁塔,2083,yan ta
滨州市,濱州市,2083,bin zhou shi
永丰,永豐,2082,yong feng
资阳市,資陽市,2082,zi yang shi
双流机场,雙流機場,2082,shuang liu ji chang
青田,青田,2081,qing tian
劳教所,勞教所,2079,lao jiao suo
黄泥,黃泥,2077,huang ni
梅县,梅縣,2076,mei xian
出口加工区,出口加工區,2076,chu kou jia gong qu
衢州市,衢州市,2074,qu zhou shi
宁远,寧遠,2073,ning yuan
星海,星海,2073,xing hai
同仁堂,同仁堂,2072,tong ren tang
世界遗产名录,世界遺產名錄,2070,shi jie yi chan ming lu
蔡甸,蔡甸,2069,cai dian
浴池,浴池,2067,yu chi
三公里,三公里,2065,san gong li
海盐,海鹽,2063,hai yan
迎宾大道,迎賓大道,2062,ying bin da dao
祖庙,祖廟,2061,zu miao
红牛,紅牛,2059,hong niu
建邺,建鄴,2056,jian ye
鼓浪屿,鼓浪嶼,2054,gu lang yu
仙桃市,仙桃市,2054,xian tao shi
美东,美東,2052,mei dong
火电厂,火電廠,2052,huo dian chang
东门外,東門外,2052,dong men wai
文庙,文廟,2050,wen miao
保山市,保山市,2046,bao shan shi
中山北路,中山北路,2045,zhong shan bei lu
崇州市,崇州市,2035,chong zhou shi
吉安市,吉安市,2035,ji an shi
神农,神農,2034,shen nong
武昌火车站,武昌火車站,2034,wu chang huo che zhan
陇南市,隴南市,2029,long nan shi
绿岛,綠島,2029,lv dao
家电市场,家電市場,2026,jia dian shi chang
瑞金医院,瑞金醫院,2026,rui jin yi yuan
豫园,豫園,2022,yu yuan
南京西路,南京西路,2021,nan jing xi lu
红岩,紅巖,2020,hong yan
乐东,樂東,2020,le dong
坂田,坂田,2018,ban tian
东一,東一,2018,dong yi
红星路,紅星路,2017,hong xing lu
红顶,紅頂,2014,hong ding
毕节市,畢節市,2012,bi jie shi
体校,體校,2009,ti xiao
断桥,斷橋,2006,duan qiao
立新,立新,2003,li xin
汉寿,漢壽,2002,han shou
广州东站,廣州東站,2001,guang zhou dong zhan
小街,小街,1998,xiao jie
青石,青石,1998,qing shi
玉树州,玉樹州,1997,yu shu zhou
廊坊市,廊坊市,1995,lang fang shi
锅底,鍋底,1994,guo di
水工,水工,1990,shui gong
瓯海,甌海,1986,ou hai
云南省昆明市,雲南省昆明市,1985,yun nan sheng kun ming shi
西溪,西溪,1985,xi xi
三明市,三明市,1984,san ming shi
榕树,榕樹,1980,rong shu
交警二大队,交警二大隊,1979,jiao jing er da dui
圣城,聖城,1978,sheng cheng
邛崃市,邛崍市,1976,qiong lai shi
航空航天大学,航空航天大學,1976,hang kong hang tian da xue
横岗,橫崗,1973,heng gang
宁海,寧海,1973,ning hai
靶场,靶場,1970,ba chang
东海海域,東海海域,1970,dong hai hai yu
南京东路,南京東路,1969,nan jing dong lu
天马,天馬,1966,tian ma
北湖,北湖,1965,bei hu
中山东路,中山東路,1965,zhong shan dong lu
西直门,西直門,1962,xi zhi men
世界之窗,世界之窗,1961,shi jie zhi chuang
白沙洲,白沙洲,1961,bai sha zhou
工程处,工程處,1960,gong cheng chu
铁桥,鐵橋,1959,tie qiao
青羊,青羊,1959,qing yang
黔东南州,黔東南州,1957,qian dong nan zhou
天然气资源,天然氣資源,1955,tian ran qi zi yuan
西一,西一,1951,xi yi
昌吉州,昌吉州,1948,chang ji zhou
山道,山道,1947,shan dao
湾仔,灣仔,1947,wan zai
王府,王府,1946,wang fu
海心沙,海心沙,1944,hai xin sha
省博物馆,省博物館,1941,sheng bo wu guan
蒲江,蒲江,1936,pu jiang
大邑,大邑,1935,da yi
俄勒冈州,俄勒岡州,1933,e lei gang zhou
经管学院,經管學院,1926,jing guan xue yuan
天全,天全,1925,tian quan
五一广场,五一廣場,1923,wu yi guang chang
信用联社,信用聯社,1919,xin yong lian she
白银市,白銀市,1919,bai yin shi
山西大学,山西大學,1917,shan xi da xue
玉林市,玉林市,1915,yu lin shi
大良,大良,1911,da liang
喀什市,喀什市,1911,ka shi shi
迎宾馆,迎賓館,1910,ying bin guan
玫瑰园,玫瑰園,1908,mei gui yuan
上高,上高,1903,shang gao
德清,德清,1902,de qing
商河,商河,1902,shang he
机械厂,機械廠,1900,ji xie chang
八一路,八一路,1900,ba yi lu
土坑,土坑,1896,tu keng
天成,天成,1895,tian cheng
和林,和林,1895,he lin
临河,臨河,1892,lin he
国际大酒店,國際大酒店,1890,guo ji da jiu dian
德宏州,德宏州,1889,de hong zhou
栈桥,棧橋,1885,zhan qiao
新造,新造,1884,xin zao
湖北大学,湖北大學,1884,hu bei da xue
五所,五所,1882,wu suo
下铺,下鋪,1882,xia pu
市南,市南,1878,shi nan
傣族,傣族,1878,dai zu
省立医院,省立醫院,1876,sheng li yi yuan
对外经贸大学,對外經貿大學,1876,dui wai jing mao da xue
什刹海,什剎海,1873,shen sha hai
四连,四連,1873,si lian
基隆市,基隆市,1873,ji long shi
晋江市,晉江市,1872,jin jiang shi
绿色家园,綠色家園,1869,lv se jia yuan
白鹤,白鶴,1868,bai he
两城,兩城,1865,liang cheng
北海市,北海市,1865,bei hai shi
安乐,安樂,1864,an le
东方市,東方市,1864,dong fang shi
历下,歷下,1862,li xia
清江,清江,1857,qing jiang
长沙火车站,長沙火車站,1855,chang sha huo che zhan
水果湖,水果湖,1853,shui guo hu
妇产医院,婦產醫院,1851,fu chan yi yuan
武威市,武威市,1848,wu wei shi
芷江,芷江,1848,zhi jiang
朝中,朝中,1847,chao zhong
鲁南,魯南,1846,lu nan
汨罗市,汨羅市,1844,mi luo shi
乐清市,樂清市,1843,yue qing shi
红安,紅安,1843,hong an
成华,成華,1841,cheng hua
工人文化宫,工人文化宮,1836,gong ren wen hua gong
五公里,五公里,1834,wu gong li
马王堆,馬王堆,1834,ma wang dui
大德,大德,1832,da de
孝感市,孝感市,1829,xiao gan shi
五连,五連,1828,wu lian
汽车东站,汽車東站,1828,qi che dong zhan
鞍山市,鞍山市,1826,an shan shi
吴忠市,吳忠市,1825,wu zhong shi
黄河路,黃河路,1823,huang he lu
创业路,創業路,1820,chuang ye lu
池州市,池州市,1819,chi zhou shi
建国门,建國門,1815,jian guo men
大排,大排,1814,da pai
王乐泉,王樂泉,1814,wang le quan
广西自治区,廣西自治區,1810,guang xi zi zhi qu
芙蓉路,芙蓉路,1810,fu rong lu
西头,西頭,1808,xi tou
钱进,錢進,1807,qian jin
安溪,安溪,1805,an xi
华星,華星,1804,hua xing
南平市,南平市,1804,nan ping shi
陆丰市,陸豐市,1803,lu feng shi
培根,培根,1803,pei gen
朱敏,朱敏,1800,zhu min
亚运村,亞運村,1799,ya yun cun
华山医院,華山醫院,1798,hua shan yi yuan
同庆,同慶,1797,tong qing
丹东市,丹東市,1796,dan dong shi
二七,二七,1796,er qi
田纳西州,田納西州,1793,tian na xi zhou
二路,二路,1792,er lu
友谊医院,友誼醫院,1791,you yi yi yuan
红土,紅土,1789,hong tu
省农科院,省農科院,1788,sheng nong ke yuan
外环线,外環線,1782,wai huan xian
弹唱,彈唱,1782,dan chang
荷花池,荷花池,1781,he hua chi
尖沙咀,尖沙咀,1779,jian sha ju
抚顺市,撫順市,1779,fu shun shi
鱼池,魚池,1779,yu chi
北京林业大学,北京林業大學,1778,bei jing lin ye da xue
榆中,榆中,1778,yu zhong
珠江路,珠江路,1777,zhu jiang lu
乐业,樂業,1775,le ye
沧州市,滄州市,1773,cang zhou shi
世纪大道,世紀大道,1773,shi ji da dao
安民,安民,1773,an min
洋浦,洋浦,1773,yang pu
凤凰城,鳳凰城,1772,feng huang cheng
养殖小区,養殖小區,1770,yang zhi xiao qu
元宝,元寶,1769,yuan bao
南岭,南嶺,1769,nan ling
济源市,濟源市,1766,ji yuan shi
百货大楼,百貨大樓,1763,bai huo da lou
平凉市,平涼市,1763,ping liang shi
五一路,五一路,1761,wu yi lu
相关文章,相關文章,1758,xiang guan wen zhang
皇岗口岸,皇崗口岸,1757,huang gang kou an
汾河,汾河,1753,fen he
军事博物馆,軍事博物館,1750,jun shi bo wu guan
孔庙,孔廟,1749,kong miao
六盘水市,六盤水市,1749,liu pan shui shi
中沙,中沙,1745,zhong sha
丽江市,麗江市,1741,li jiang shi
华侨大学,華僑大學,1740,hua qiao da xue
新中,新中,1740,xin zhong
小洞,小洞,1738,xiao dong
梧州市,梧州市,1737,wu zhou shi
阿克苏市,阿克蘇市,1737,a ke su shi
小寨,小寨,1737,xiao zhai
永顺,永順,1734,yong shun
环城路,環城路,1732,huan cheng lu
客运总站,客運總站,1730,ke yun zong zhan
溆浦,漵浦,1729,xu pu
安仁,安仁,1727,an ren
电业局,電業局,1727,dian ye ju
家属区,家屬區,1726,jia shu qu
六中,六中,1725,liu zhong
石桥铺,石橋鋪,1724,shi qiao pu
新密市,新密市,1721,xin mi shi
阎良,閻良,1721,yan liang
制药厂,製藥廠,1721,zhi yao chang
燎原,燎原,1720,liao yuan
武汉科技大学,武漢科技大學,1720,wu han ke ji da xue
容桂,容桂,1720,rong gui
泸溪,瀘溪,1718,lu xi
齐齐哈尔市,齊齊哈爾市,1718,qi qi ha er shi
东平,東平,1716,dong ping
东单,東單,1716,dong dan
秀水,秀水,1715,xiu shui
下城,下城,1714,xia cheng
胜利路,勝利路,1713,sheng li lu
黄家,黃家,1712,huang jia
迎泽,迎澤,1709,ying ze
乌海市,烏海市,1709,wu hai shi
船坞,船塢,1708,chuan wu
上冲,上衝,1707,shang chong
琉球,琉球,1705,liu qiu
平遥古城,平遙古城,1704,ping yao gu cheng
孟加拉湾,孟加拉灣,1704,meng jia la wan
来宾市,來賓市,1702,lai bin shi
黄江,黃江,1702,huang jiang
江汉路,江漢路,1701,jiang han lu
金凤,金鳳,1701,jin feng
临湘市,臨湘市,1699,lin xiang shi
长征路,長征路,1699,chang zheng lu
世纪广场,世紀廣場,1698,shi ji guang chang
汝城,汝城,1698,ru cheng
罗湖口岸,羅湖口岸,1694,luo hu kou an
嘉义市,嘉義市,1693,jia yi shi
南汇,南匯,1692,nan hui
北仑,北侖,1691,bei lun
北京工业大学,北京工業大學,1691,bei jing gong ye da xue
崇文,崇文,1691,chong wen
未央,未央,1691,wei yang
武侯祠,武侯祠,1690,wu hou ci
上城,上城,1689,shang cheng
汽车西站,汽車西站,1689,qi che xi zhan
峨眉,峨眉,1688,e mei
深南大道,深南大道,1687,shen nan da dao
东吴,東吳,1687,dong wu
麻辣烫,麻辣燙,1687,ma la tang
松原市,松原市,1686,song yuan shi
成山,成山,1685,cheng shan
羊圈,羊圈,1684,yang juan
黄瑶,黃瑤,1683,huang yao
中国联通,中國聯通,1681,zhong guo lian tong
双塔,雙塔,1681,shuang ta
新罕布什尔州,新罕布什爾州,1680,xin han bu shen er zhou
中国石油大学,中國石油大學,1679,zhong guo shi you da xue
大理州,大理州,1678,da li zhou
服装市场,服裝市場,1677,fu zhuang shi chang
海安,海安,1676,hai an
双桥,雙橋,1676,shuang qiao
二连,二連,1674,er lian
零陵,零陵,1673,ling ling
浙江省台州市,浙江省台州市,1672,zhe jiang sheng tai zhou shi
对头,對頭,1672,dui tou
随州市,隨州市,1668,sui zhou shi
汽车北站,汽車北站,1668,qi che bei zhan
人民政府办公厅,人民政府辦公廳,1668,ren min zheng fu ban gong ting
科技学院,科技學院,1664,ke ji xue yuan
江上,江上,1664,jiang shang
亚欧大陆桥,亞歐大陸橋,1663,ya ou da lu qiao
公交分局,公交分局,1663,gong jiao fen ju
浮桥,浮橋,1660,fu qiao
水产市场,水產市場,1660,shui chan shi chang
岔路口,岔路口,1659,cha lu kou
民安,民安,1659,min an
甲子,甲子,1659,jia zi
慈利,慈利,1658,ci li
思源,思源,1654,si yuan
千佛山,千佛山,1654,qian fo shan
老干部局,老幹部局,1653,lao gan bu ju
舟山市,舟山市,1653,zhou shan shi
庐江,廬江,1653,lu jiang
路易斯安那州,路易斯安那州,1653,lu yi si an na zhou
昌都,昌都,1652,chang dou
建华,建華,1650,jian hua
汕尾市,汕尾市,1650,shan wei shi
花卉市场,花卉市場,1650,hua hui shi chang
星河,星河,1646,xing he
中华门,中華門,1644,zhong hua men
尚书,尚書,1643,shang shu
石壁,石壁,1643,shi bi
下田,下田,1642,xia tian
古井,古井,1637,gu jing
卢湾,盧灣,1634,lu wan
桂东,桂東,1631,gui dong
三城,三城,1631,san cheng
复兴路,復興路,1630,fu xing lu
白石,白石,1629,bai shi
小清河,小清河,1629,xiao qing he
乌苏市,烏蘇市,1628,wu su shi
北洋,北洋,1628,bei yang
旅游学院,旅遊學院,1628,lv you xue yuan
江浦,江浦,1626,jiang pu
马军,馬軍,1625,ma jun
龙泉驿,龍泉驛,1624,long quan yi
桐乡,桐鄉,1622,tong xiang
康涅狄格州,康涅狄格州,1620,kang nie di ge zhou
官渡,官渡,1619,guan du
关店,關店,1618,guan dian
第四人民医院,第四人民醫院,1618,di si ren min yi yuan
东疆,東疆,1617,dong jiang
灵秀,靈秀,1615,ling xiu
中心血站,中心血站,1615,zhong xin xue zhan
开福,開福,1612,kai fu
石嘴山市,石嘴山市,1612,shi zui shan shi
新大陆,新大陸,1611,xin da lu
庄子,莊子,1610,zhuang zi
朝阳公园,朝陽公園,1609,zhao yang gong yuan
三队,三隊,1609,san dui
黄花机场,黃花機場,1606,huang hua ji chang
单店,單店,1606,dan dian
五角场,五角場,1605,wu jiao chang
儿童公园,兒童公園,1604,er tong gong yuan
三招,三招,1603,san zhao
大庆市,大慶市,1601,da qing shi
铜仁市,銅仁市,1601,tong ren shi
友谊路,友誼路,1600,you yi lu
横路,橫路,1600,heng lu
南京农业大学,南京農業大學,1600,nan jing nong ye da xue
大岭山,大嶺山,1600,da ling shan
纺织厂,紡織廠,1599,fang zhi chang
门洞,門洞,1598,men dong
五台,五臺,1596,wu tai
藏传,藏傳,1596,cang chuan
潜江市,潛江市,1595,qian jiang shi
南庄,南莊,1593,nan zhuang
固原市,固原市,1591,gu yuan shi
东岗,東崗,1589,dong gang
华东师大,華東師大,1589,hua dong shi da
江桥,江橋,1588,jiang qiao
台儿庄,臺兒莊,1588,tai er zhuang
电大,電大,1588,dian da
阿拉山口,阿拉山口,1586,a la shan kou
货运站,貨運站,1585,huo yun zhan
湖上,湖上,1585,hu shang
漳浦,漳浦,1583,zhang pu
桂阳,桂陽,1582,gui yang
东湖新技术开发区,東湖新技術開發區,1581,dong hu xin ji shu kai fa qu
防城港市,防城港市,1578,fang cheng gang shi
电白,電白,1577,dian bai
保亭,保亭,1576,bao ting
贺州市,賀州市,1576,he zhou shi
客运码头,客運碼頭,1575,ke yun ma tou
劲松,勁松,1575,jing song
历城,歷城,1574,li cheng
大雁塔,大雁塔,1573,da yan ta
新华医院,新華醫院,1573,xin hua yi yuan
上海火车站,上海火車站,1570,shang hai huo che zhan
常熟市,常熟市,1570,chang shu shi
犹他州,猶他州,1569,you ta zhou
河山,河山,1568,he shan
新竹市,新竹市,1568,xin zhu shi
漓江,灕江,1568,li jiang
经济开发,經濟開發,1567,jing ji kai fa
新丝路,新絲路,1566,xin si lu
小树林,小樹林,1566,xiao shu lin
乐从,樂從,1566,le cong
猛虎,猛虎,1564,meng hu
湖内,湖內,1563,hu nei
三门峡市,三門峽市,1563,san men xia shi
劳动路,勞動路,1562,lao dong lu
大屋,大屋,1560,da wu
大寨,大寨,1560,da zhai
连州市,連州市,1559,lian zhou shi
海水浴场,海水浴場,1559,hai shui yu chang
房地产交易中心,房地產交易中心,1558,fang di chan jiao yi zhong xin
人防办,人防辦,1556,ren fang ban
黔南州,黔南州,1556,qian nan zhou
山一,山一,1554,shan yi
檀香山,檀香山,1554,tan xiang shan
槐荫,槐蔭,1553,huai yin
市国税局,市國稅局,1553,shi guo shui ju
阿拉斯加州,阿拉斯加州,1551,a la si jia zhou
省图书馆,省圖書館,1551,sheng tu shu guan
磁器口,磁器口,1551,ci qi kou
青川,青川,1549,qing chuan
万象城,萬象城,1549,wan xiang cheng
中街,中街,1548,zhong jie
中华路,中華路,1548,zhong hua lu
博罗,博羅,1547,bo luo
林家,林家,1547,lin jia
克州,克州,1545,ke zhou
莱西市,萊西市,1544,lai xi shi
湘阴,湘陰,1544,xiang yin
耒阳市,耒陽市,1544,lei yang shi
西双版纳州,西雙版納州,1541,xi shuang ban na zhou
钦州市,欽州市,1540,qin zhou shi
冷水江市,冷水江市,1540,leng shui jiang shi
六连,六連,1538,liu lian
沙洲,沙洲,1535,sha zhou
枣园,棗園,1532,zao yuan
干休所,幹休所,1532,gan xiu suo
豁口,豁口,1531,huo kou
梅山,梅山,1528,mei shan
岳阳楼,岳陽樓,1528,yue yang lou
苹果园,蘋果園,1527,ping guo yuan
祁阳,祁陽,1526,qi yang
阿肯色州,阿肯色州,1526,a ken se zhou
南滨路,南濱路,1523,nan bin lu
