simp_word,trad_word,freq,pinyin
毛泽东,毛澤東,61678,mao ze dong
胡锦涛,胡錦濤,58429,hu jin tao
普京,普京,49718,pu jing
温家宝,溫家寶,48611,wen jia bao
赵本山,趙本山,43172,zhao ben shan
马英九,馬英九,39748,ma ying jiu
孙子,孫子,35988,sun zi
唐师曾,唐師曾,34352,tang shi ceng
陆军,陸軍,33698,lu jun
郭晶晶,郭晶晶,32920,guo jing jing
约翰,約翰,30339,yue han
元和,元和,30207,yuan he
周恩来,周恩來,29617,zhou en lai
林彪,林彪,25916,lin biao
田间,田間,25541,tian jian
庄则栋,莊則棟,25496,zhuang ze dong
高昂,高昂,25250,gao ang
希拉里,希拉里,25169,xi la li
李鹏,李鵬,23608,li peng
克林顿,克林頓,22089,ke lin dun
潘基文,潘基文,21464,pan ji wen
雷锋,雷鋒,21162,lei feng
孔子,孔子,20933,kong zi
汪洋,汪洋,19675,wang yang
邓小平,鄧小平,19616,deng xiao ping
诺贝尔,諾貝爾,19013,nuo bei er
布什,布什,18703,bu shen
穆罕默德,穆罕默德,18331,mu han mo de
默克尔,默克爾,18272,mo ke er
威廉,威廉,16117,wei lian
乔治,喬治,16047,qiao zhi
王毅,王毅,15544,wang yi
罗马,羅馬,15286,luo ma
罗伯特,羅伯特,14633,luo bo te
迈克尔,邁克爾,14508,mai ke er
陈水扁,陳水扁,14173,chen shui bian
马克,馬克,13791,ma ke
詹姆斯,詹姆斯,13757,zhan mu si
米歇尔,米歇爾,12581,mi xie er
蒋介石,蔣介石,12454,jiang jie shi
亚历山大,亞歷山大,12426,ya li shan da
鲁迅,魯迅,12366,lu xun
张扬,張揚,12199,zhang yang
戴维,戴維,11952,dai wei
孙中山,孫中山,11919,sun zhong shan
保罗,保羅,11731,bao luo
金正日,金正日,11351,jin zheng ri
毛岸英,毛岸英,11291,mao an ying
奥斯卡,奧斯卡,11242,ao si ka
马丁,馬丁,10422,ma ding
李斌,李斌,10290,li bin
光绪,光緒,10210,guang xu
布朗,布朗,10130,bu lang
盖茨,蓋茨,10107,gai ci
比尔,比爾,10099,bi er
李强,李強,9897,li qiang
彼得,彼得,9895,bi de
李娜,李娜,9838,li na
马云,馬雲,9832,ma yun
福布斯,福布斯,9794,fu bu si
康熙,康熙,9760,kang xi
艾哈迈德,艾哈邁德,9717,ai ha mai de
福特,福特,9586,fu te
苏醒,甦醒,9569,su xing
嫦娥,嫦娥,9317,chang e
白求恩,白求恩,9084,bai qiu en
孙俪,孫儷,8710,sun li
大卫,大衛,8613,da wei
王刚,王剛,8505,wang gang
托马斯,托馬斯,8396,tuo ma si
袁隆平,袁隆平,8258,yuan long ping
爱德华,愛德華,8254,ai de hua
杨开慧,楊開慧,8246,yang kai hui
王磊,王磊,8154,wang lei
张杰,張傑,8094,zhang jie
杜鹃,杜鵑,8038,du juan
汉武帝,漢武帝,7975,han wu di
李云迪,李雲迪,7967,li yun di
周强,周強,7950,zhou qiang
朱元璋,朱元璋,7939,zhu yuan zhang
郁达夫,郁達夫,7935,yu da fu
阿基诺,阿基諾,7898,a ji nuo
弗拉基米尔,弗拉基米爾,7888,fu la ji mi er
陈云,陳雲,7684,chen yun
姚明,姚明,7647,yao ming
王伟,王偉,7640,wang wei
乾隆,乾隆,7477,qian long
胡适,胡適,7359,hu shi
唐太宗,唐太宗,7325,tang tai zong
纪晓岚,紀曉嵐,7318,ji xiao lan
拉登,拉登,7313,la deng
杨柳,楊柳,7303,yang liu
理查德,理查德,7278,li cha de
谢尔盖,謝爾蓋,7205,xie er gai
袁世凯,袁世凱,7203,yuan shi kai
刘涛,劉濤,7186,liu tao
肯尼迪,肯尼迪,7156,ken ni di
李伟,李偉,7136,li wei
周杰伦,周杰倫,7065,zhou jie lun
李长春,李長春,7049,li chang chun
司马炎,司馬炎,7016,si ma yan
成吉思汗,成吉思汗,6983,cheng ji si han
刘伟,劉偉,6977,liu wei
宋徽宗,宋徽宗,6876,song hui zong
卡特,卡特,6799,ka te
老子,老子,6683,lao zi
查韦斯,查韋斯,6672,cha wei si
朱熹,朱熹,6629,zhu xi
柴静,柴靜,6600,chai jing
舒畅,舒暢,6581,shu chang
彭丽媛,彭麗媛,6575,peng li yuan
岳飞,岳飛,6546,yue fei
管子,管子,6539,guan zi
米芾,米芾,6517,mi fei
菲利普,菲利普,6515,fei li pu
齐景公,齊景公,6505,qi jing gong
金日成,金日成,6404,jin ri cheng
溥仪,溥儀,6392,pu yi
张勇,張勇,6331,zhang yong
李明,李明,6325,li ming
林立果,林立果,6294,lin li guo
文静,文靜,6265,wen jing
江青,江青,6209,jiang qing
约翰逊,約翰遜,6169,yue han xun
李静,李靜,6156,li jing
郭德纲,郭德綱,6125,guo de gang
史密斯,史密斯,6106,shi mi si
江泽民,江澤民,6094,jiang ze min
赵匡胤,趙匡胤,6089,zhao kuang yin
王斌,王斌,6084,wang bin
李军,李軍,6049,li jun
谢长廷,謝長廷,6027,xie zhang ting
刘勇,劉勇,5985,liu yong
高远,高遠,5951,gao yuan
谭嗣同,譚嗣同,5941,tan si tong
安德鲁,安德魯,5940,an de lu
陈竺,陳竺,5853,chen zhu
张明,張明,5753,zhang ming
刘邦,劉邦,5722,liu bang
约瑟夫,約瑟夫,5717,yue se fu
张斌,張斌,5707,zhang bin
梁实秋,梁實秋,5699,liang shi qiu
安南,安南,5683,an nan
耿飚,耿飈,5590,geng biao
杜马,杜馬,5588,du ma
樱桃,櫻桃,5541,ying tao
王敏,王敏,5530,wang min
刘翔,劉翔,5441,liu xiang
多尔衮,多爾袞,5397,duo er gun
张学良,張學良,5355,zhang xue liang
焦裕禄,焦裕祿,5347,jiao yu lu
戴维斯,戴維斯,5321,dai wei si
许昌,許昌,5320,xu chang
王小山,王小山,5317,wang xiao shan
大路,大路,5253,da lu
丹尼尔,丹尼爾,5240,dan ni er
麦田,麥田,5236,mai tian
李涛,李濤,5181,li tao
贝卢斯科尼,貝盧斯科尼,5159,bei lu si ke ni
张辉,張輝,5158,zhang hui
刘德华,劉德華,5086,liu de hua
艾伦,艾倫,5075,ai lun
杨洁,楊潔,5059,yang jie
卡斯特罗,卡斯特羅,5037,ka si te luo
钱时,錢時,5030,qian shi
苗圃,苗圃,4960,miao pu
冯小刚,馮小剛,4933,feng xiao gang
成龙,成龍,4926,cheng long
里根,里根,4898,li gen
陈琳,陳琳,4839,chen lin
诸葛亮,諸葛亮,4831,zhu ge liang
王涛,王濤,4829,wang tao
吕后,呂后,4808,lv hou
陶冶,陶冶,4755,tao ye
张艺谋,張藝謀,4728,zhang yi mou
熊丙奇,熊丙奇,4723,xiong bing qi
张强,張強,4658,zhang qiang
晏子,晏子,4632,yan zi
王鹏,王鵬,4585,wang peng
李健,李健,4583,li jian
李辉,李輝,4554,li hui
李登辉,李登輝,4468,li deng hui
尼古拉,尼古拉,4416,ni gu la
亨利,亨利,4357,heng li
李宁,李寧,4346,li ning
安东尼,安東尼,4342,an dong ni
汤姆,湯姆,4325,tang mu
经纬,經緯,4293,jing wei
阎锡山,閻錫山,4258,yan xi shan
叶青,葉青,4250,ye qing
武威,武威,4240,wu wei
萨达姆,薩達姆,4235,sa da mu
圣保罗,聖保羅,4233,sheng bao luo
摩根,摩根,4208,mo gen
马克思,馬克思,4207,ma ke si
刘敏,劉敏,4194,liu min
王宁,王寧,4189,wang ning
李琳,李琳,4149,li lin
赖斯,賴斯,4148,lai si
华国锋,華國鋒,4137,hua guo feng
米勒,米勒,4137,mi lei
杰克逊,傑克遜,4133,jie ke xun
张掖,張掖,4132,zhang ye
刘胡兰,劉胡蘭,4110,liu hu lan
李丹,李丹,4109,li dan
托尼,託尼,4096,tuo ni
史蒂夫,史蒂夫,4059,shi di fu
哈里,哈里,4058,ha li
白岩松,白巖松,4057,bai yan song
刘杰,劉傑,4029,liu jie
尼克松,尼克松,4015,ni ke song
布莱尔,布萊爾,3983,bu lai er
弗朗索瓦,弗朗索瓦,3979,fu lang suo wa
李白,李白,3944,li bai
张毅,張毅,3930,zhang yi
斯蒂芬,斯蒂芬,3929,si di fen
张莉,張莉,3924,zhang li
张亮,張亮,3911,zhang liang
陈菊,陳菊,3884,chen ju
王超,王超,3882,wang chao
朱德,朱德,3873,zhu de
林肯,林肯,3872,lin ken
张涛,張濤,3865,zhang tao
马超,馬超,3841,ma chao
李亮,李亮,3833,li liang
安德烈,安德烈,3832,an de lie
张旭,張旭,3830,zhang xu
司马相如,司馬相如,3756,si ma xiang ru
宋庆龄,宋慶齡,3748,song qing ling
王辉,王輝,3732,wang hui
李嘉诚,李嘉誠,3728,li jia cheng
陈冲,陳沖,3683,chen chong
赵薇,趙薇,3648,zhao wei
王静,王靜,3621,wang jing
路易斯,路易斯,3619,lu yi si
范冰冰,范冰冰,3606,fan bing bing
张宁,張寧,3571,zhang ning
郑和,鄭和,3554,zheng he
安妮,安妮,3547,an ni
丹尼斯,丹尼斯,3538,dan ni si
张静,張靜,3538,zhang jing
陈亮,陳亮,3511,chen liang
钱学森,錢學森,3505,qian xue sen
张华,張華,3472,zhang hua
屈原,屈原,3408,qu yuan
王芳,王芳,3402,wang fang
王菲,王菲,3398,wang fei
杨毅,楊毅,3397,yang yi
海宁,海寧,3372,hai ning
金龙,金龍,3371,jin long
曾荫权,曾蔭權,3369,ceng yin quan
王欣,王欣,3360,wang xin
高桥,高橋,3326,gao qiao
阿朵,阿朵,3309,a duo
卡恩,卡恩,3298,ka en
韩寒,韓寒,3284,han han
刘颖,劉穎,3279,liu ying
向县,向縣,3229,xiang xian
张宇,張宇,3226,zhang yu
李阳,李陽,3222,li yang
卡洛斯,卡洛斯,3219,ka luo si
刘震,劉震,3209,liu zhen
黄兴,黃興,3194,huang xing
陈斌,陳斌,3179,chen bin
凯文,凱文,3177,kai wen
孟子,孟子,3168,meng zi
公明,公明,3168,gong ming
王楠,王楠,3164,wang nan
格林,格林,3161,ge lin
曼苏尔,曼蘇爾,3155,man su er
默多克,默多克,3150,mo duo ke
希特勒,希特勒,3146,xi te lei
胡志明,胡志明,3140,hu zhi ming
杨洋,楊洋,3115,yang yang
崔永元,崔永元,3109,cui yong yuan
张波,張波,3109,zhang bo
章子怡,章子怡,3104,zhang zi yi
曹操,曹操,3092,cao cao
弗兰克,弗蘭克,3091,fu lan ke
戴高乐,戴高樂,3090,dai gao le
张江,張江,3085,zhang jiang
陈涛,陳濤,3063,chen tao
泰勒,泰勒,3059,tai lei
罗斯福,羅斯福,3057,luo si fu
黄睿,黃睿,3038,huang rui
陈毅,陳毅,3027,chen yi
杨磊,楊磊,2964,yang lei
基辛格,基辛格,2964,ji xin ge
赛义德,賽義德,2963,sai yi de
李兵,李兵,2962,li bing
徐超,徐超,2952,xu chao
王安石,王安石,2939,wang an shi
李莉,李莉,2930,li li
永乐,永樂,2913,yong le
陈明,陳明,2907,chen ming
爱因斯坦,愛因斯坦,2888,ai yin si tan
张超,張超,2868,zhang chao
濮阳,濮陽,2839,pu yang
王平,王平,2836,wang ping
金庸,金庸,2834,jin yong
贺龙,賀龍,2819,he long
戴安娜,戴安娜,2819,dai an na
列宁,列寧,2804,lie ning
黄晓明,黃曉明,2802,huang xiao ming
杨帆,楊帆,2800,yang fan
黄帝,黃帝,2758,huang di
杜甫,杜甫,2749,du fu
阿波罗,阿波羅,2718,a bo luo
何塞,何塞,2715,he sai
李林,李林,2705,li lin
刘少奇,劉少奇,2699,liu shao qi
鲁尼,魯尼,2689,lu ni
李彦宏,李彥宏,2681,li yan hong
刘欢,劉歡,2679,liu huan
秦始皇,秦始皇,2678,qin shi huang
齐白石,齊白石,2678,qi bai shi
莎士比亚,莎士比亞,2664,sha shi bi ya
威尔逊,威爾遜,2654,wei er xun
撒切尔,撒切爾,2639,sa qie er
巴拉克,巴拉克,2635,ba la ke
马化腾,馬化騰,2629,ma hua teng
王姝,王姝,2607,wang shu
陈翔,陳翔,2600,chen xiang
丁宁,丁寧,2597,ding ning
胡润,胡潤,2567,hu run
张洁,張潔,2557,zhang jie
梅兰芳,梅蘭芳,2555,mei lan fang
戴尔,戴爾,2551,dai er
陈寅恪,陳寅恪,2541,chen yin ke
张燕,張燕,2540,zhang yan
徐悲鸿,徐悲鴻,2540,xu bei hong
同治,同治,2537,tong zhi
李光耀,李光耀,2535,li guang yao
摩尔,摩爾,2532,mo er
王威,王威,2523,wang wei
梁启超,梁啓超,2521,liang qi chao
弗格森,弗格森,2518,fu ge sen
皮埃尔,皮埃爾,2511,pi ai er
陈平,陳平,2503,chen ping
李东生,李東生,2501,li dong sheng
王石,王石,2500,wang shi
哈利,哈利,2475,ha li
沃伦,沃倫,2463,wo lun
威廉姆斯,威廉姆斯,2462,wei lian mu si
劳伦斯,勞倫斯,2456,lao lun si
张乐,張樂,2445,zhang le
建安,建安,2441,jian an
崔天凯,崔天凱,2435,cui tian kai
达芬奇,達芬奇,2411,da fen qi
董建华,董建華,2406,dong jian hua
迟福林,遲福林,2402,chi fu lin
王莹,王瑩,2395,wang ying
吉米,吉米,2377,ji mi
刘超,劉超,2369,liu chao
杨勇,楊勇,2366,yang yong
许琛,許琛,2356,xu chen
林毅夫,林毅夫,2327,lin yi fu
马修,馬修,2323,ma xiu
李安,李安,2280,li an
施密特,施密特,2280,shi mi te
慈禧太后,慈禧太后,2278,ci xi tai hou
祖逖,祖逖,2277,zu ti
胡安,胡安,2270,hu an
卢武铉,盧武鉉,2267,lu wu xuan
杨松,楊松,2265,yang song
丹阳,丹陽,2253,dan yang
姚晨,姚晨,2250,yao chen
李红,李紅,2249,li hong
乔丹,喬丹,2232,qiao dan
玛格丽特,瑪格麗特,2226,ma ge li te
张俊,張俊,2211,zhang jun
刘建,劉建,2210,liu jian
高飞,高飛,2209,gao fei
汪峰,汪峯,2208,wang feng
王浩,王浩,2203,wang hao
刘娜,劉娜,2197,liu na
马三立,馬三立,2181,ma san li
李连杰,李連杰,2177,li lian jie
郭敬明,郭敬明,2172,guo jing ming
朱镕基,朱鎔基,2170,zhu rong ji
杨辉,楊輝,2167,yang hui
欧文,歐文,2160,ou wen
斯诺,斯諾,2158,si nuo
安迪,安迪,2144,an di
白洁,白潔,2131,bai jie
河野,河野,2120,he ye
茅盾,茅盾,2103,mao dun
道光,道光,2096,dao guang
罗杰,羅傑,2091,luo jie
刘平,劉平,2079,liu ping
张大千,張大千,2077,zhang da qian
斯大林,斯大林,2068,si da lin
杨阳,楊陽,2059,yang yang
白杨,白楊,2057,bai yang
布莱恩,布萊恩,2052,bu lai en
孙坚,孫堅,2048,sun jian
李波,李波,2045,li bo
小泉,小泉,2041,xiao quan
婷婷,婷婷,2030,ting ting
林志玲,林志玲,2027,lin zhi ling
厉以宁,厲以寧,2020,li yi ning
怀特,懷特,2013,huai te
加西亚,加西亞,2008,jia xi ya
马伦,馬倫,1996,ma lun
刘星,劉星,1995,liu xing
丘吉尔,丘吉爾,1983,qiu ji er
王婧,王婧,1982,wang jing
牛顿,牛頓,1979,niu dun
李宇春,李宇春,1978,li yu chun
毕加索,畢加索,1977,bi jia suo
劳拉,勞拉,1971,lao la
老舍,老舍,1965,lao she
杨林,楊林,1955,yang lin
贝克汉姆,貝克漢姆,1953,bei ke han mu
郭沫若,郭沫若,1948,guo mo ruo
罗纳德,羅納德,1944,luo na de
杨澜,楊瀾,1934,yang lan
李冰冰,李冰冰,1932,li bing bing
马里奥,馬里奧,1928,ma li ao
张英,張英,1922,zhang ying
陈波,陳波,1912,chen bo
罗兰,羅蘭,1908,luo lan
周迅,周迅,1903,zhou xun
雍正,雍正,1897,yong zheng
耿直,耿直,1891,geng zhi
拉塞尔,拉塞爾,1883,la sai er
张立群,張立羣,1874,zhang li qun
李小龙,李小龍,1871,li xiao long
嘉庆,嘉慶,1870,jia qing
白鹤,白鶴,1868,bai he
炎帝,炎帝,1866,yan di
黄勇,黃勇,1866,huang yong
拿破仑,拿破崙,1862,na po lun
王婷婷,王婷婷,1848,wang ting ting
周星驰,周星馳,1848,zhou xing chi
方舟子,方舟子,1846,fang zhou zi
陈曦,陳曦,1845,chen xi
崔健,崔健,1839,cui jian
高旭,高旭,1837,gao xu
海伦,海倫,1833,hai lun
韩红,韓紅,1832,han hong
高晓松,高曉松,1826,gao xiao song
王群,王羣,1816,wang qun
张琳,張琳,1813,zhang lin
纳尔逊,納爾遜,1810,na er xun
陈坤,陳坤,1807,chen kun
培根,培根,1805,pei gen
王蒙,王蒙,1802,wang meng
江华,江華,1801,jiang hua
甘地,甘地,1790,gan di
郎朗,郎朗,1786,lang lang
王茜,王茜,1785,wang qian
谢赫,謝赫,1776,xie he
王杰,王傑,1772,wang jie
郭涛,郭濤,1771,guo tao
巴特尔,巴特爾,1767,ba te er
陈龙,陳龍,1763,chen long
谢霆锋,謝霆鋒,1762,xie ting feng
李钢,李鋼,1762,li gang
凌云,凌雲,1762,ling yun
陈俊,陳俊,1762,chen jun
方方,方方,1757,fang fang
克里斯蒂,克里斯蒂,1753,ke li si di
张国强,張國強,1752,zhang guo qiang
苏轼,蘇軾,1750,su shi
丁伟,丁偉,1748,ding wei
孙乾,孫乾,1747,sun qian
梅贻琦,梅貽琦,1741,mei yi qi
刘歆,劉歆,1738,liu xin
宋祖英,宋祖英,1737,song zu ying
刘铮,劉錚,1737,liu zheng
杨利伟,楊利偉,1728,yang li wei
李颖,李穎,1724,li ying
加里,加里,1715,jia li
陈锡文,陳錫文,1702,chen xi wen
陈悦,陳悅,1698,chen yue
张骏,張駿,1697,zhang jun
王晶,王晶,1691,wang jing
刘容,劉容,1688,liu rong
林益世,林益世,1684,lin yi shi
李晶,李晶,1684,li jing
耶稣,耶穌,1683,ye su
蒙蒂,蒙蒂,1679,meng di
朱清时,朱清時,1677,zhu qing shi
道格拉斯,道格拉斯,1677,dao ge la si
陈凯歌,陳凱歌,1676,chen kai ge
陈红,陳紅,1674,chen hong
惠灵顿,惠靈頓,1674,hui ling dun
高升,高升,1671,gao sheng
本杰明,本傑明,1671,ben jie ming
黄磊,黃磊,1668,huang lei
杨幂,楊冪,1668,yang mi
蒋经国,蔣經國,1663,jiang jing guo
张国立,張國立,1662,zhang guo li
陶然,陶然,1662,tao ran
李磊,李磊,1662,li lei
贝多芬,貝多芬,1662,bei duo fen
邓超,鄧超,1662,deng chao
张柏芝,張柏芝,1661,zhang bai zhi
姜文,姜文,1657,jiang wen
庄子,莊子,1655,zhuang zi
吴忠,吳忠,1648,wu zhong
杨锋,楊鋒,1644,yang feng
尚书,尚書,1643,shang shu
南安,南安,1635,nan an
李大钊,李大釗,1634,li da zhao
奥斯曼,奧斯曼,1631,ao si man
白石,白石,1629,bai shi
咸丰,咸豐,1629,xian feng
曾国藩,曾國藩,1629,ceng guo fan
弗朗西斯,弗朗西斯,1628,fu lang xi si
杨威,楊威,1623,yang wei
刘烨,劉燁,1619,liu ye
北岛,北島,1617,bei dao
高健,高健,1614,gao jian
葛优,葛優,1613,ge you
蔡元培,蔡元培,1603,cai yuan pei
特里,特里,1600,te li
包公,包公,1600,bao gong
阿拉法特,阿拉法特,1592,a la fa te
本雅明,本雅明,1591,ben ya ming
张骞,張騫,1591,zhang qian
张靓颖,張靚穎,1589,zhang liang ying
王震,王震,1587,wang zhen
邓肯,鄧肯,1583,deng ken
陈奕迅,陳奕迅,1575,chen yi xun
梁朝伟,梁朝偉,1572,liang chao wei
李铭,李銘,1572,li ming
李晖,李暉,1572,li hui
李霞,李霞,1567,li xia
奥尼尔,奧尼爾,1561,ao ni er
霍金,霍金,1559,huo jin
胡军,胡軍,1553,hu jun
富平,富平,1549,fu ping
李靖,李靖,1548,li jing
长文,長文,1547,zhang wen
彭德怀,彭德懷,1547,peng de huai
高翔,高翔,1544,gao xiang
雨果,雨果,1540,yu guo
韦伯,韋伯,1533,wei bo
李开复,李開復,1530,li kai fu
邓丽君,鄧麗君,1528,deng li jun
张鹏翔,張鵬翔,1528,zhang peng xiang
恩格斯,恩格斯,1527,en ge si
王力宏,王力宏,1524,wang li hong
王雷,王雷,1519,wang lei
莫扎特,莫扎特,1513,mo zha te
曹景行,曹景行,1504,cao jing xing
王慧,王慧,1497,wang hui
陈丽娜,陳麗娜,1496,chen li na
克劳斯,克勞斯,1493,ke lao si
希尔,希爾,1487,xi er
舒淇,舒淇,1486,shu qi
冯骥才,馮驥才,1484,feng ji cai
徐艳,徐豔,1483,xu yan
周鸿祎,周鴻禕,1481,zhou hong yi
宋丹丹,宋丹丹,1475,song dan dan
花木兰,花木蘭,1472,hua mu lan
王明,王明,1471,wang ming
莫里斯,莫里斯,1465,mo li si
周立波,周立波,1460,zhou li bo
嘉靖,嘉靖,1458,jia jing
吴强,吳強,1454,wu qiang
玄奘,玄奘,1453,xuan zang
孙权,孫權,1452,sun quan
越中,越中,1451,yue zhong
吴鹏,吳鵬,1451,wu peng
奥斯汀,奧斯汀,1449,ao si ting
希尔顿,希爾頓,1448,xi er dun
王建华,王建華,1446,wang jian hua
于丹,于丹,1445,yu dan
亨特,亨特,1442,heng te
李丰,李豐,1440,li feng
周涛,周濤,1435,zhou tao
魏巍,魏巍,1434,wei wei
徐辉,徐輝,1433,xu hui
濮存昕,濮存昕,1432,pu cun xin
刘磊,劉磊,1429,liu lei
潘多拉,潘多拉,1424,pan duo la
赵伟,趙偉,1423,zhao wei
马歇尔,馬歇爾,1421,ma xie er
陈诚,陳誠,1420,chen cheng
孙楠,孫楠,1420,sun nan
蔡依林,蔡依林,1417,cai yi lin
陈独秀,陳獨秀,1414,chen du xiu
西哈努克,西哈努克,1412,xi ha nu ke
井上,井上,1412,jing shang
行一,行一,1409,xing yi
杨平,楊平,1405,yang ping
叶剑英,葉劍英,1401,ye jian ying
甘露,甘露,1401,gan lu
张颖,張穎,1398,zhang ying
沈从文,沈從文,1395,shen cong wen
凯撒,凱撒,1389,kai sa
巴金,巴金,1386,ba jin
车正,車正,1385,che zheng
高邮,高郵,1385,gao you
李鸿章,李鴻章,1379,li hong zhang
马可,馬可,1379,ma ke
释迦牟尼,釋迦牟尼,1378,shi jia mu ni
武则天,武則天,1377,wu ze tian
陆川,陸川,1377,lu chuan
陈峰,陳峯,1376,chen feng
马骏,馬駿,1367,ma jun
李扬,李揚,1362,li yang
雷恺,雷愷,1362,lei kai
张爱玲,張愛玲,1361,zhang ai ling
王维,王維,1361,wang wei
杨婷,楊婷,1361,yang ting
三毛,三毛,1360,san mao
季羡林,季羨林,1360,ji xian lin
琼瑶,瓊瑤,1360,qiong yao
徐兢,徐兢,1358,xu jing
朱华,朱華,1358,zhu hua
田边,田邊,1358,tian bian
张虎,張虎,1357,zhang hu
刘鑫,劉鑫,1356,liu xin
王博,王博,1354,wang bo
朱军,朱軍,1353,zhu jun
李雪,李雪,1351,li xue
陈元,陳元,1347,chen yuan
赵丹,趙丹,1345,zhao dan
奥德赛,奧德賽,1343,ao de sai
穆勒,穆勒,1338,mu lei
吐尔逊,吐爾遜,1329,tu er xun
福尔摩斯,福爾摩斯,1328,fu er mo si
张震,張震,1325,zhang zhen
姜昆,姜昆,1324,jiang kun
卡内基,卡內基,1321,ka nei ji
王建,王建,1320,wang jian
兴安,興安,1319,xing an
李想,李想,1319,li xiang
富兰克林,富蘭克林,1318,fu lan ke lin
陈纳德,陳納德,1318,chen na de
刘贤,劉賢,1317,liu xian
米切尔,米切爾,1316,mi qie er
阿兰,阿蘭,1310,a lan
西施,西施,1307,xi shi
洛朗,洛朗,1307,luo lang
李建军,李建軍,1306,li jian jun
张学友,張學友,1305,zhang xue you
梁思成,梁思成,1305,liang si cheng
胡斌,胡斌,1304,hu bin
叶利钦,葉利欽,1294,ye li qin
蒙娜丽莎,蒙娜麗莎,1290,meng na li sha
白居易,白居易,1288,bai ju yi
王川,王川,1286,wang chuan
路德,路德,1282,lu de
吴敬琏,吳敬璉,1279,wu jing lian
阿扁,阿扁,1279,a bian
梅子,梅子,1276,mei zi
穆沙拉夫,穆沙拉夫,1275,mu sha la fu
高波,高波,1275,gao bo
杨娟,楊娟,1274,yang juan
汉密尔顿,漢密爾頓,1273,han mi er dun
康有为,康有爲,1268,kang you wei
陈东,陳東,1267,chen dong
宋教仁,宋教仁,1266,song jiao ren
冰心,冰心,1266,bing xin
马拉多纳,馬拉多納,1265,ma la duo na
刘宁,劉寧,1265,liu ning
胡耀邦,胡耀邦,1263,hu yao bang
戈尔巴乔夫,戈爾巴喬夫,1262,ge er ba qiao fu
张博,張博,1259,zhang bo
张飞,張飛,1259,zhang fei
伏特,伏特,1252,fu te
奥列格,奧列格,1251,ao lie ge
那英,那英,1250,na ying
贾平凹,賈平凹,1249,jia ping ao
罗曼,羅曼,1249,luo man
孙红雷,孫紅雷,1246,sun hong lei
林则徐,林則徐,1241,lin ze xu
张凯,張凱,1239,zhang kai
施瓦辛格,施瓦辛格,1239,shi wa xin ge
钱钟书,錢鍾書,1236,qian zhong shu
左权,左權,1236,zuo quan
爱迪生,愛迪生,1235,ai di sheng
李群,李羣,1235,li qun
陶渊明,陶淵明,1228,tao yuan ming
肖刚,肖剛,1224,xiao gang
郑渊洁,鄭淵潔,1224,zheng yuan jie
梁军,梁軍,1221,liang jun
张海迪,張海迪,1220,zhang hai di
肯尼,肯尼,1219,ken ni
张国荣,張國榮,1214,zhang guo rong
黄宏,黃宏,1214,huang hong
宋晓军,宋曉軍,1213,song xiao jun
康德,康德,1212,kang de
布莱克,布萊克,1210,bu lai ke
林佳龙,林佳龍,1210,lin jia long
李冲,李衝,1208,li chong
毕晓普,畢曉普,1205,bi xiao pu
亚当斯,亞當斯,1205,ya dang si
余秋雨,餘秋雨,1203,yu qiu yu
何炅,何炅,1200,he jiong
刘备,劉備,1199,liu bei
布拉特,布拉特,1196,bu la te
韩冰,韓冰,1195,han bing
奥利弗,奧利弗,1195,ao li fu
刘嘉玲,劉嘉玲,1195,liu jia ling
冈萨雷斯,岡薩雷斯,1193,gang sa lei si
罗生门,羅生門,1191,luo sheng men
巴曙松,巴曙松,1191,ba shu song
廖新波,廖新波,1191,liao xin bo
高平,高平,1191,gao ping
刘洪,劉洪,1187,liu hong
郭富城,郭富城,1181,guo fu cheng
巴拉迪,巴拉迪,1173,ba la di
大禹,大禹,1172,da yu
张云飞,張雲飛,1171,zhang yun fei
金九,金九,1165,jin jiu
曹雪芹,曹雪芹,1165,cao xue qin
王曦,王曦,1165,wang xi
格兰特,格蘭特,1164,ge lan te
聂荣臻,聶榮臻,1163,nie rong zhen
胡鞍钢,胡鞍鋼,1162,hu an gang
戈尔,戈爾,1161,ge er
郎平,郎平,1160,lang ping
司马迁,司馬遷,1156,si ma qian
林峰,林峯,1153,lin feng
墨菲,墨菲,1151,mo fei
周润发,周潤發,1151,zhou run fa
谷雨,穀雨,1149,gu yu
佟大为,佟大爲,1143,tong da wei
卡米拉,卡米拉,1138,ka mi la
布鲁诺,布魯諾,1137,bu lu nuo
海阳,海陽,1136,hai yang
彭帅,彭帥,1135,peng shuai
杜鲁门,杜魯門,1134,du lu men
杨坤,楊坤,1133,yang kun
郭强,郭強,1133,guo qiang
纳达尔,納達爾,1132,na da er
宋美龄,宋美齡,1132,song mei ling
高敏,高敏,1131,gao min
洪波,洪波,1127,hong bo
李艳,李豔,1127,li yan
张之洞,張之洞,1123,zhang zhi dong
杨振宁,楊振寧,1122,yang zhen ning
丁俊晖,丁俊暉,1118,ding jun hui
张志强,張志強,1118,zhang zhi qiang
汪涵,汪涵,1115,wang han
罗素,羅素,1114,luo su
谢娜,謝娜,1107,xie na
贝利,貝利,1104,bei li
科菲,科菲,1101,ke fei
迪奥,迪奧,1100,di ao
王羲之,王羲之,1097,wang xi zhi
霍夫曼,霍夫曼,1095,huo fu man
杨扬,楊揚,1095,yang yang
李迪,李迪,1094,li di
朱伟,朱偉,1090,zhu wei
刘伯承,劉伯承,1090,liu bo cheng
